,0,1,2,3,4,5
122,1,500,123,"[13.748699851974033, 8.571729218742943, 25.26429958723332]",13,"[(8.977365237306152, 8.60429935125138, 23.371132583400527), (17.24429284898489, 12.680162377867315, 25.878565927128086), (14.059557323479856, 4.350380228009788, 22.968015953879846), (11.842200971190751, 10.401468439916158, 25.140237710123877), (10.382402061984337, 6.9922034514718625, 21.947171821489565), (13.091735444417093, 6.424234074537233, 22.012815127784158), (15.920462006287599, 10.132914417217844, 23.708964929820016), (10.18702132884842, 3.8067313377434377, 21.705834082962266), (16.432070741067204, 7.454024878204126, 24.461289372423227), (14.33153608431306, 11.115930230930207, 25.5886594252845), (7.6161858270631155, 10.529333915700798, 24.88227280703544), (14.752745336606898, 9.706572742718624, 22.06830238846661), (13.140885522330814, 8.444910472332186, 22.347333815401036)]"
123,1,500,124,"[25.56558033128585, 10.675555984505136, 17.225757884785278]",15,"[(25.109942873544544, 15.24392939877717, 18.247294177254865), (23.595565523115617, 11.42708396242407, 12.886852860413846), (25.387105626445084, 13.435380247772532, 12.203603355038457), (22.97458572448888, 12.565366227497387, 16.696583884770142), (23.604093785821245, 9.443634620103486, 13.844429894323602), (25.26139280518348, 11.301715776596607, 11.12919631474238), (25.314661409199456, 15.331473642420109, 15.191228458909908), (24.84347182587054, 7.8273695895550235, 14.481723766475131), (23.64844221200408, 8.719789772930914, 16.22613150269414), (22.38785215580512, 5.876676241432987, 18.740448462280362), (25.60194494600361, 16.96079876046841, 12.143419143073102), (22.728246976692258, 8.212940153677906, 19.56436308083241), (24.766047895909107, 10.78635424205786, 19.26304529354634), (23.960404189730042, 13.782835587191864, 19.161723794945182), (22.855135177700294, 9.734050888017565, 18.025513375444117)]"
124,1,500,125,"[18.387447265886387, 19.198315174472988, 7.148808298828085]",12,"[(17.824286183314427, 20.263867851125152, 9.778457454229168), (21.657327096610953, 20.746671774385128, 6.667744538962008), (17.499760047156503, 20.174528215450582, 4.051708975414474), (16.2753612341227, 17.73192730360936, 7.707140757849384), (16.37178308725666, 16.762910942690212, 9.684552370298555), (20.239995615841444, 21.23206054259192, 5.310406006107109), (18.27417614226025, 17.612869785624277, 5.661994552626001), (16.125991094426148, 18.810519187938734, 9.521118298932219), (15.249718835119424, 19.891448799859614, 6.908360793407607), (20.12204229592246, 22.240528731683472, 8.876213978714226), (17.55611004262072, 21.427680108771035, 7.091130848274567), (20.085619067764537, 18.08132716597848, 7.271390375621)]"
125,1,500,126,"[19.73983495423075, 6.409945603762091, 20.234440905321883]",12,"[(14.059557323479856, 4.350380228009788, 22.968015953879846), (18.39723583666323, 7.636009122840761, 21.99235294125978), (20.180021162473977, 9.433677420666191, 19.011082933107428), (17.054005484693658, 4.9647877301864645, 20.114789327164274), (18.528430486395816, 4.595293275910158, 18.773092196829502), (19.169347934282168, 9.487450112124984, 23.345588225090786), (22.38785215580512, 5.876676241432987, 18.740448462280362), (21.235711049363083, 10.282369078890088, 21.380707653568948), (16.432070741067204, 7.454024878204126, 24.461289372423227), (17.376093892204988, 7.044922406947557, 18.824633541410186), (22.728246976692258, 8.212940153677906, 19.56436308083241), (20.13488785288593, 6.914912897627089, 17.609364259464694)]"
126,1,500,127,"[17.771006361429674, 15.368756815060653, 5.349275189039759]",13,"[(18.152739622301613, 12.524423223506952, 6.550989007475558), (16.43352382225934, 12.468025018324308, 4.196829173181542), (15.085812440093855, 18.329620708674693, 4.737974047796895), (20.332358292577123, 16.56880334848897, 4.232236189246683), (16.2753612341227, 17.73192730360936, 7.707140757849384), (16.37178308725666, 16.762910942690212, 9.684552370298555), (18.36147867009802, 13.46595673647391, 8.40211455523821), (19.84571316353608, 14.757186724718645, 6.212299070134025), (14.785706767317377, 15.779590013262702, 4.205388717921292), (18.27417614226025, 17.612869785624277, 5.661994552626001), (17.81922424595975, 18.252136011086225, 2.2541086676101467), (17.880539308568558, 13.31550899903898, 2.432321764584372), (14.57633673313276, 12.83378753547708, 8.647803630146877)]"
127,1,500,128,"[14.200326611569588, 14.53803916013269, 11.202833308136478]",14,"[(16.70828029922483, 13.868553757227511, 11.318761265247739), (17.241894987383603, 17.450619454634563, 11.982336240311415), (12.297623395016148, 14.309807989873491, 9.26729040346871), (14.414073796460046, 11.874617928268126, 13.340524275922265), (11.138583418648135, 11.900741124097722, 10.758676766588579), (15.504990729128854, 17.095866033685176, 14.600332348835215), (12.390480964532458, 16.314509249850925, 11.800471263670277), (13.489069426481906, 14.82995465216198, 16.168745701861567), (16.37178308725666, 16.762910942690212, 9.684552370298555), (12.936230471190244, 17.121359500882356, 9.839515599169248), (13.03876997982843, 11.091220636101303, 10.985933884998218), (15.5610547761724, 14.520326574317147, 15.765013811199585), (14.57633673313276, 12.83378753547708, 8.647803630146877), (10.462192636934939, 13.518529891832216, 12.783404924882502)]"
128,1,500,129,"[11.315707985957507, 8.194893991523838, 13.57993241377889]",19,"[(10.04280874866686, 7.480804369434725, 9.614615781223012), (12.608172932890636, 9.949801431544708, 9.238803344051197), (13.569180767089106, 8.782800719314455, 15.317873049490633), (9.890593181365189, 12.130170473204357, 14.125068020866005), (12.224282245320218, 12.381004103334293, 15.950341107713388), (10.145817495236338, 10.250690821487797, 11.694428692239981), (9.85214563509197, 7.973155101348114, 15.763250863825625), (14.414073796460046, 11.874617928268126, 13.340524275922265), (12.154487520738712, 5.08323195244095, 10.943644355168258), (9.40127919653508, 9.224304717276045, 13.940612113308132), (11.002883937002531, 4.542948391767718, 14.150810229553619), (8.097357801424131, 6.367763103166945, 15.570568858338332), (12.331622813373887, 7.8286159290594375, 8.916853934172613), (8.697013408378739, 8.381381019744618, 11.279871136000004), (13.03876997982843, 11.091220636101303, 10.985933884998218), (11.99221104622933, 5.696287382555187, 16.55758225943732), (10.224691419758889, 11.555764334397328, 16.802554103047868), (13.292963516226116, 6.9511576313425065, 13.726639755742179), (9.130435613571732, 4.894872377934826, 11.769814267518154)]"
129,1,500,130,"[19.674463038656306, 14.624932989046739, 20.314297208366007]",12,"[(18.228716030501502, 15.1565757481695, 18.03807062065711), (21.049338249457442, 15.488060288867734, 17.577344867351467), (21.722487828597757, 12.895952891202903, 21.192447520391667), (19.217724922184924, 14.346517779062756, 22.72844467533031), (14.495297706001251, 14.54623363587662, 20.1646867571205), (18.57881002763561, 12.69106263400491, 18.710887040416836), (19.470807480724805, 17.356317408390417, 18.424568959532394), (19.99671152196658, 11.552466575329968, 17.568484825640756), (18.499308984301873, 11.46544570770337, 22.05569799243133), (16.372463132026613, 15.722491579103847, 18.904446777175664), (18.53482764003178, 16.419762347347405, 21.96642639746772), (21.961021711660234, 15.874250410738714, 20.815077703605255)]"
130,1,500,131,"[8.158760105591512, 12.52122685675443, 12.141637603093452]",15,"[(9.890630813873338, 13.518656678560161, 9.297016268829527), (6.186881162546861, 10.676319262173244, 15.372444664104366), (9.406143976123007, 11.226401417223862, 9.4282192927851), (7.337626832827738, 13.180951746909725, 16.50317245086766), (11.138583418648135, 11.900741124097722, 10.758676766588579), (9.890593181365189, 12.130170473204357, 14.125068020866005), (7.9849671181794335, 13.779664701381083, 10.182475062529841), (7.35225282714222, 14.813435658309501, 14.303285124327212), (7.718616427559268, 10.150165909357563, 12.759693489317142), (9.457770702163662, 15.705296740151432, 12.745781390879364), (10.145817495236338, 10.250690821487797, 11.694428692239981), (5.220320458149585, 12.709445512471602, 12.673200405847252), (6.653766597818299, 10.248593216973074, 9.063835650014765), (5.957112478019061, 12.002334626345652, 10.307107103611953), (10.462192636934939, 13.518529891832216, 12.783404924882502)]"
131,1,500,132,"[6.859567561992931, 24.558004127414407, 15.427214107814113]",15,"[(9.473922965021206, 22.201723024595342, 17.80515532815276), (11.919980979306919, 26.25515971196489, 13.181417280914594), (12.756883063050267, 24.356709192925766, 17.66032972994335), (9.725728683260906, 23.04194324042554, 13.419504600775888), (3.7866057593324802, 19.82557905996654, 19.50040455262609), (6.770808353125078, 23.219433347237242, 18.724202846649092), (5.532454960828771, 21.24957283101782, 17.001817260426), (7.865572524670267, 23.31779260913582, 9.384228005415608), (7.876584178013748, 21.08762334857091, 16.809829127783562), (4.37744864363337, 22.36392910558984, 13.26552833251089), (9.814257636683134, 25.027959699307548, 13.033469483146282), (12.09986176878108, 23.88678532568522, 19.58893683266421), (11.14184865772102, 25.437684447772625, 8.414308727381853), (3.9482367676847328, 20.85739532898458, 15.590873954740141), (6.554492625375873, 21.484667187290086, 13.728837954934107)]"
132,1,500,133,"[14.650817381814633, 9.834485805693328, 18.767207328199458]",17,"[(17.044866049414466, 9.972893608704279, 17.973472914135506), (11.21018269622678, 8.135854042108154, 19.839234632974627), (13.569180767089106, 8.782800719314455, 15.317873049490633), (15.509232096012127, 12.250432979046684, 18.78472264262787), (16.228634910222723, 10.837765897198688, 20.526184315286066), (10.610911995356071, 11.733354896087828, 19.159996695582972), (14.07063013504656, 11.362428127000735, 16.33706227443417), (13.495942658776848, 8.434574945985837, 17.908653453636873), (16.94741708984721, 9.07270260589555, 22.253649599993665), (13.404831314348229, 6.995561126926332, 19.94621769365148), (17.376093892204988, 7.044922406947557, 18.824633541410186), (11.686917090031832, 13.709810377351378, 18.85175721539792), (11.366539954395222, 10.94673075041619, 21.38205897791956), (14.752745336606898, 9.706572742718624, 22.06830238846661), (15.946628917574778, 6.829661514073394, 21.940992323691344), (16.155633795711815, 7.354680693645371, 15.561578281128819), (13.140885522330814, 8.444910472332186, 22.347333815401036)]"
133,1,500,134,"[4.8502517194607, 7.044355272510054, 21.084504978357387]",17,"[(8.977365237306152, 8.60429935125138, 23.371132583400527), (4.703472919785406, 10.117632606750963, 17.193138740832865), (3.157480120713668, 8.357577972198035, 17.33168052798572), (4.121497090223411, 5.894406112339616, 17.350780530715816), (5.685258668663734, 5.283118275758331, 20.324763850891934), (1.3620102203136444, 10.084079147444964, 17.70653305821235), (6.18382128292436, 11.487871548616265, 23.709969198433708), (2.234465220892011, 11.31408088477079, 19.85098379141025), (7.4639757407154885, 6.421759973071932, 21.040839074399983), (3.7353194629956463, 11.082161150248092, 21.78162069073961), (6.652089269604095, 8.728956088142747, 18.416212334315873), (10.18702132884842, 3.8067313377434377, 21.705834082962266), (6.519302892446705, 6.52640794373357, 17.863968237820767), (6.981428097904708, 8.576105437469835, 21.004206772549022), (4.4384666155083226, 11.763052471580986, 18.5663871761907), (5.946523880455317, 10.839593191893451, 21.25935581080688), (7.6161858270631155, 10.529333915700798, 24.88227280703544)]"
134,1,500,135,"[4.696275296486481, 8.731489751992227, 9.169270513566307]",16,"[(7.816140205285367, 9.255026338601022, 7.560844909516232), (4.309699500212422, 10.722452043211884, 8.115983705964922), (2.704316348513903, 6.253746696188705, 11.326760254255484), (2.548187710788616, 8.414195990302824, 12.409205795335247), (4.836185466107736, 6.831902843843952, 10.045024923093429), (4.422550537802829, 10.651938569012968, 12.70571292803571), (7.188068426230493, 6.921264275215915, 11.710769187170168), (7.69977616108985, 8.33067931653457, 9.521789606157684), (7.718616427559268, 10.150165909357563, 12.759693489317142), (5.972320044211733, 7.135575204559086, 7.282547624354566), (3.271433290029431, 10.288817234253582, 10.688028046246627), (2.1077591353430067, 9.706131152606497, 8.414974890656884), (4.9676941361612545, 9.438525212323809, 6.504456409252706), (3.6881086305060475, 6.5478795792770965, 7.527976514144079), (6.653766597818299, 10.248593216973074, 9.063835650014765), (5.957112478019061, 12.002334626345652, 10.307107103611953)]"
135,1,500,136,"[19.217724922184924, 14.346517779062756, 22.72844467533031]",14,"[(19.674463038656306, 14.624932989046739, 20.314297208366007), (21.722487828597757, 12.895952891202903, 21.192447520391667), (17.24429284898489, 12.680162377867315, 25.878565927128086), (14.495297706001251, 14.54623363587662, 20.1646867571205), (20.54260390844319, 16.491207024011118, 23.67908516683039), (20.176727000330892, 11.27162974379307, 24.200790428139094), (18.499308984301873, 11.46544570770337, 22.05569799243133), (17.90437364533444, 18.135389100037603, 24.686683010042877), (16.372463132026613, 15.722491579103847, 18.904446777175664), (18.53482764003178, 16.419762347347405, 21.96642639746772), (15.758976387151185, 17.068638277046205, 25.04674616522074), (16.077940287776524, 12.419457693779362, 23.92563659110006), (21.961021711660234, 15.874250410738714, 20.815077703605255), (14.39949610947145, 14.635016852688219, 23.755972296585444)]"
136,1,500,137,"[21.225373174193475, 17.10771428259479, 9.468255974942164]",16,"[(21.65838448308007, 14.974398285525904, 11.372758731226678), (17.824286183314427, 20.263867851125152, 9.778457454229168), (19.66748048024151, 13.70763285020259, 10.255750668200202), (17.241894987383603, 17.450619454634563, 11.982336240311415), (22.18626117800325, 18.6470757877391, 6.340992920869367), (20.847354985029774, 17.02055086664699, 12.420847355569796), (21.970432424972426, 14.538581014507429, 8.657534084412575), (18.72756046866427, 18.754550169380447, 12.910519566467242), (24.702074740593346, 14.406389826217955, 9.814259457791225), (16.37178308725666, 16.762910942690212, 9.684552370298555), (18.36147867009802, 13.46595673647391, 8.40211455523821), (19.84571316353608, 14.757186724718645, 6.212299070134025), (23.455086049071415, 16.810572356414973, 7.50811547347036), (23.123106400346867, 18.012851486610156, 12.136580534936193), (22.6349085934094, 19.721330083619048, 8.8049203498855), (20.085619067764537, 18.08132716597848, 7.271390375621)]"
137,1,500,138,"[9.753987356189082, 8.608595181906187, 3.2218255971894654]",12,"[(10.513020951127135, 11.393119291716264, 5.0994865747947715), (13.747002155268284, 10.01280601202041, 0.9910048063323277), (9.45465988517179, 6.146984703590558, 2.75099327439276), (6.241154534142192, 6.4141502316648085, 5.088038589296918), (11.596828372013855, 7.867129562174245, 3.9891762485122584), (5.8301450859221235, 8.812538459972513, 3.785618676500642), (10.045275844787438, 6.23601278319726, 5.041668589298231), (7.861686554498121, 10.748112698496483, 4.716762233354085), (8.713239547981063, 13.145296540167173, 2.3192875095827596), (9.179382434962168, 8.998289511404305, 6.021247124032736), (7.199180776202523, 11.816459480116201, 2.09039930986656), (11.995007439630283, 10.066000688514025, 3.562498736843066)]"
138,1,500,139,"[3.959099653364423, 17.763028446561133, 8.895232059957715]",12,"[(3.9353704411448156, 18.46626803008536, 6.852564059789246), (0.9271126768237665, 15.727809533786031, 9.881788008980312), (4.988105802233724, 19.783588900165295, 7.94851490064831), (2.5405445524075545, 14.402036786728786, 8.573668401840248), (3.375434005298375, 16.402598535674546, 12.896929356051173), (5.930502777688676, 17.66650366184715, 11.276957147254722), (7.054589649540936, 17.319158069216765, 7.6134052151051455), (5.2186913886371595, 14.755267434107102, 7.258547999970013), (5.6219223935647, 19.086943759427985, 9.881547863609741), (4.91586433518716, 15.948244837578642, 9.086711478487123), (2.266945139123361, 18.84326138752248, 10.860204174789923), (3.856680560294712, 14.575990646960657, 10.213226248506961)]"
139,1,500,140,"[8.734503320980352, 9.56543256145961, 20.891302662842897]",14,"[(8.977365237306152, 8.60429935125138, 23.371132583400527), (11.21018269622678, 8.135854042108154, 19.839234632974627), (8.360126422847854, 9.86036648051567, 17.174122119586016), (10.610911995356071, 11.733354896087828, 19.159996695582972), (10.382402061984337, 6.9922034514718625, 21.947171821489565), (10.058789911319117, 11.60620031788537, 24.027519298101446), (8.240796420579889, 12.255230399181567, 19.350217251147896), (7.4639757407154885, 6.421759973071932, 21.040839074399983), (6.652089269604095, 8.728956088142747, 18.416212334315873), (9.390370402715545, 7.540857965559076, 18.599401574042005), (8.26367937094508, 11.631060350973707, 22.134828167563114), (6.981428097904708, 8.576105437469835, 21.004206772549022), (5.946523880455317, 10.839593191893451, 21.25935581080688), (11.366539954395222, 10.94673075041619, 21.38205897791956)]"
140,1,500,141,"[18.57881002763561, 12.69106263400491, 18.710887040416836]",15,"[(18.228716030501502, 15.1565757481695, 18.03807062065711), (19.674463038656306, 14.624932989046739, 20.314297208366007), (21.722487828597757, 12.895952891202903, 21.192447520391667), (21.049338249457442, 15.488060288867734, 17.577344867351467), (17.044866049414466, 9.972893608704279, 17.973472914135506), (18.853902345150395, 10.424400252435833, 20.161386581364617), (16.228634910222723, 10.837765897198688, 20.526184315286066), (19.055924454214747, 14.849270851287873, 16.163981525085408), (15.509232096012127, 12.250432979046684, 18.78472264262787), (16.770099235088782, 12.857255966521441, 16.55487837248655), (14.495297706001251, 14.54623363587662, 20.1646867571205), (19.045035031207416, 13.149444202557504, 15.101333199775258), (19.99671152196658, 11.552466575329968, 17.568484825640756), (18.499308984301873, 11.46544570770337, 22.05569799243133), (16.372463132026613, 15.722491579103847, 18.904446777175664)]"
141,1,500,142,"[5.735461166693739, 14.113604245798333, 20.459524937935218]",17,"[(2.526506487135003, 13.989314308925877, 19.544502318425806), (5.946523880455317, 10.839593191893451, 21.25935581080688), (5.168286008903204, 17.38915823104164, 21.512387696206773), (9.575766843539162, 15.784823230609035, 19.756872931888427), (3.393056619656837, 15.919595696111996, 19.597451259642995), (8.240796420579889, 12.255230399181567, 19.350217251147896), (6.18382128292436, 11.487871548616265, 23.709969198433708), (7.08670854552688, 18.49710998427134, 19.968585460918337), (8.352338621033514, 15.96378833467648, 21.757612163618802), (3.7353194629956463, 11.082161150248092, 21.78162069073961), (8.26367937094508, 11.631060350973707, 22.134828167563114), (4.680005200700606, 15.886420158252724, 17.503942514406333), (4.4384666155083226, 11.763052471580986, 18.5663871761907), (4.40325572851589, 17.9068056633498, 19.22194676289756), (2.829087765230736, 14.125548998573974, 17.486075937919335), (6.262520144268994, 14.929562412613052, 23.016318853269922), (7.0567807322636975, 15.01464798297695, 17.755135388601524)]"
142,1,500,143,"[16.37178308725666, 16.762910942690212, 9.684552370298555]",18,"[(16.70828029922483, 13.868553757227511, 11.318761265247739), (17.824286183314427, 20.263867851125152, 9.778457454229168), (19.66748048024151, 13.70763285020259, 10.255750668200202), (17.241894987383603, 17.450619454634563, 11.982336240311415), (21.225373174193475, 17.10771428259479, 9.468255974942164), (12.390480964532458, 16.314509249850925, 11.800471263670277), (14.10251371222499, 18.259998639420164, 7.955970167133464), (16.2753612341227, 17.73192730360936, 7.707140757849384), (18.36147867009802, 13.46595673647391, 8.40211455523821), (18.387447265886387, 19.198315174472988, 7.148808298828085), (16.125991094426148, 18.810519187938734, 9.521118298932219), (12.936230471190244, 17.121359500882356, 9.839515599169248), (12.297623395016148, 14.309807989873491, 9.26729040346871), (15.20885433614718, 19.410682347469873, 11.343217324835882), (14.57633673313276, 12.83378753547708, 8.647803630146877), (20.085619067764537, 18.08132716597848, 7.271390375621), (17.771006361429674, 15.368756815060653, 5.349275189039759), (14.200326611569588, 14.53803916013269, 11.202833308136478)]"
143,1,500,144,"[3.9228012311791303, 11.46084163875388, 4.726305207896081]",12,"[(1.8956816602192348, 13.384507290061181, 6.956364774970905), (4.309699500212422, 10.722452043211884, 8.115983705964922), (5.8301450859221235, 8.812538459972513, 3.785618676500642), (6.78812322161519, 13.802189184873868, 4.75014236775703), (7.861686554498121, 10.748112698496483, 4.716762233354085), (2.1077591353430067, 9.706131152606497, 8.414974890656884), (7.89288692517149, 12.646720875592125, 7.246237363970902), (4.9676941361612545, 9.438525212323809, 6.504456409252706), (3.6881086305060475, 6.5478795792770965, 7.527976514144079), (5.2186913886371595, 14.755267434107102, 7.258547999970013), (5.4562602717923285, 14.434540896740323, 3.364880982617621), (5.292581811097379, 11.966918016515347, 2.951012373992139)]"
144,1,500,145,"[12.224282245320218, 12.381004103334293, 15.950341107713388]",14,"[(11.315707985957507, 8.194893991523838, 13.57993241377889), (13.569180767089106, 8.782800719314455, 15.317873049490633), (14.414073796460046, 11.874617928268126, 13.340524275922265), (10.610911995356071, 11.733354896087828, 19.159996695582972), (9.890593181365189, 12.130170473204357, 14.125068020866005), (14.07063013504656, 11.362428127000735, 16.33706227443417), (13.489069426481906, 14.82995465216198, 16.168745701861567), (10.529464220846927, 13.95415399123751, 15.130463708864847), (9.40127919653508, 9.224304717276045, 13.940612113308132), (9.648967151463168, 13.476617871208054, 17.46548122982641), (11.686917090031832, 13.709810377351378, 18.85175721539792), (10.224691419758889, 11.555764334397328, 16.802554103047868), (10.462192636934939, 13.518529891832216, 12.783404924882502), (13.433815271987678, 14.79765729288124, 18.43128680395023)]"
145,1,500,146,"[6.981428097904708, 8.576105437469835, 21.004206772549022]",10,"[(8.977365237306152, 8.60429935125138, 23.371132583400527), (4.8502517194607, 7.044355272510054, 21.084504978357387), (8.734503320980352, 9.56543256145961, 20.891302662842897), (6.18382128292436, 11.487871548616265, 23.709969198433708), (7.4639757407154885, 6.421759973071932, 21.040839074399983), (6.652089269604095, 8.728956088142747, 18.416212334315873), (9.390370402715545, 7.540857965559076, 18.599401574042005), (8.26367937094508, 11.631060350973707, 22.134828167563114), (5.946523880455317, 10.839593191893451, 21.25935581080688), (7.6161858270631155, 10.529333915700798, 24.88227280703544)]"
146,1,500,147,"[12.642510962317829, 17.338585487260808, 16.40406770427065]",15,"[(13.622436222835281, 20.294624927717116, 17.90836303179782), (9.26867171731802, 17.20260123410126, 15.261989302392628), (9.061151242176114, 15.676050917144124, 17.7053043593536), (15.504990729128854, 17.095866033685176, 14.600332348835215), (13.433815271987678, 14.79765729288124, 18.43128680395023), (11.899852992729079, 17.266766588318344, 14.45913945713249), (14.066618629777066, 18.68696802573009, 14.055608461948559), (13.489069426481906, 14.82995465216198, 16.168745701861567), (10.529464220846927, 13.95415399123751, 15.130463708864847), (15.505736796559527, 16.65518794097791, 17.273091839221767), (11.761848932596454, 19.269885121159607, 15.411790249012014), (12.01589327511738, 16.59916385651393, 18.235440124626013), (9.662741900630179, 17.835640253435336, 18.36372429804632), (13.778062142077959, 17.474243640357205, 20.12514603673999), (11.361442502716406, 20.18766617093145, 18.01930922485282)]"
147,1,500,148,"[18.499308984301873, 11.46544570770337, 22.05569799243133]",14,"[(19.674463038656306, 14.624932989046739, 20.314297208366007), (21.722487828597757, 12.895952891202903, 21.192447520391667), (18.853902345150395, 10.424400252435833, 20.161386581364617), (16.228634910222723, 10.837765897198688, 20.526184315286066), (19.217724922184924, 14.346517779062756, 22.72844467533031), (17.24429284898489, 12.680162377867315, 25.878565927128086), (14.495297706001251, 14.54623363587662, 20.1646867571205), (18.57881002763561, 12.69106263400491, 18.710887040416836), (19.169347934282168, 9.487450112124984, 23.345588225090786), (16.94741708984721, 9.07270260589555, 22.253649599993665), (20.176727000330892, 11.27162974379307, 24.200790428139094), (21.235711049363083, 10.282369078890088, 21.380707653568948), (15.920462006287599, 10.132914417217844, 23.708964929820016), (16.077940287776524, 12.419457693779362, 23.92563659110006)]"
148,1,500,149,"[2.5405445524075545, 14.402036786728786, 8.573668401840248]",10,"[(1.8956816602192348, 13.384507290061181, 6.956364774970905), (3.9353704411448156, 18.46626803008536, 6.852564059789246), (4.309699500212422, 10.722452043211884, 8.115983705964922), (0.9271126768237665, 15.727809533786031, 9.881788008980312), (3.959099653364423, 17.763028446561133, 8.895232059957715), (1.2417589027430247, 13.71987848395289, 10.65695164108774), (1.94380688928175, 12.050696752394389, 8.757051827426588), (5.2186913886371595, 14.755267434107102, 7.258547999970013), (4.91586433518716, 15.948244837578642, 9.086711478487123), (3.856680560294712, 14.575990646960657, 10.213226248506961)]"
149,1,500,150,"[5.930502777688676, 17.66650366184715, 11.276957147254722]",16,"[(4.716754801705109, 14.88699722088076, 13.300189412697604), (8.535661530733021, 19.495343585034735, 10.446394776243082), (4.10889469510617, 19.149228098327626, 14.219809109972244), (3.959099653364423, 17.763028446561133, 8.895232059957715), (7.9849671181794335, 13.779664701381083, 10.182475062529841), (7.35225282714222, 14.813435658309501, 14.303285124327212), (5.199749370844069, 20.288196240485618, 12.038865157022586), (9.457770702163662, 15.705296740151432, 12.745781390879364), (7.054589649540936, 17.319158069216765, 7.6134052151051455), (7.032162998196868, 18.56452680872706, 13.516954601027804), (8.767516114924883, 16.64324160024451, 10.629739549702153), (3.375434005298375, 16.402598535674546, 12.896929356051173), (5.6219223935647, 19.086943759427985, 9.881547863609741), (4.91586433518716, 15.948244837578642, 9.086711478487123), (2.266945139123361, 18.84326138752248, 10.860204174789923), (3.856680560294712, 14.575990646960657, 10.213226248506961)]"
150,1,500,151,"[8.767516114924883, 16.64324160024451, 10.629739549702153]",17,"[(8.71514060058387, 19.70845044698494, 12.844629236944083), (8.535661530733021, 19.495343585034735, 10.446394776243082), (12.390480964532458, 16.314509249850925, 11.800471263670277), (7.9849671181794335, 13.779664701381083, 10.182475062529841), (7.35225282714222, 14.813435658309501, 14.303285124327212), (11.936591529791816, 18.81306350412072, 12.0852398850889), (9.650168694524048, 17.726189243103306, 7.674917144986944), (9.457770702163662, 15.705296740151432, 12.745781390879364), (5.930502777688676, 17.66650366184715, 11.276957147254722), (7.032162998196868, 18.56452680872706, 13.516954601027804), (12.297623395016148, 14.309807989873491, 9.26729040346871), (7.054589649540936, 17.319158069216765, 7.6134052151051455), (5.6219223935647, 19.086943759427985, 9.881547863609741), (4.91586433518716, 15.948244837578642, 9.086711478487123), (12.936230471190244, 17.121359500882356, 9.839515599169248), (9.890630813873338, 13.518656678560161, 9.297016268829527), (8.97797548994094, 15.542024323311823, 8.455465623320695)]"
151,1,500,152,"[8.585700140148722, 13.358041677833773, 24.014856909792194]",9,"[(10.058789911319117, 11.60620031788537, 24.027519298101446), (6.18382128292436, 11.487871548616265, 23.709969198433708), (11.664636255482074, 14.571332671888454, 22.40713317914827), (12.203558158947867, 14.429802143055515, 25.692958970533287), (8.352338621033514, 15.96378833467648, 21.757612163618802), (8.26367937094508, 11.631060350973707, 22.134828167563114), (9.445262739552716, 15.399829390212881, 25.207813750847983), (6.262520144268994, 14.929562412613052, 23.016318853269922), (7.6161858270631155, 10.529333915700798, 24.88227280703544)]"
152,1,500,153,"[11.686917090031832, 13.709810377351378, 18.85175721539792]",17,"[(15.509232096012127, 12.250432979046684, 18.78472264262787), (14.650817381814633, 9.834485805693328, 18.767207328199458), (9.061151242176114, 15.676050917144124, 17.7053043593536), (10.610911995356071, 11.733354896087828, 19.159996695582972), (10.224691419758889, 11.555764334397328, 16.802554103047868), (14.07063013504656, 11.362428127000735, 16.33706227443417), (9.575766843539162, 15.784823230609035, 19.756872931888427), (14.495297706001251, 14.54623363587662, 20.1646867571205), (8.240796420579889, 12.255230399181567, 19.350217251147896), (13.489069426481906, 14.82995465216198, 16.168745701861567), (10.529464220846927, 13.95415399123751, 15.130463708864847), (11.664636255482074, 14.571332671888454, 22.40713317914827), (12.224282245320218, 12.381004103334293, 15.950341107713388), (12.01589327511738, 16.59916385651393, 18.235440124626013), (9.648967151463168, 13.476617871208054, 17.46548122982641), (11.366539954395222, 10.94673075041619, 21.38205897791956), (13.433815271987678, 14.79765729288124, 18.43128680395023)]"
153,1,500,154,"[6.852084151209161, 4.249310903131142, 11.068632219170059]",14,"[(10.04280874866686, 7.480804369434725, 9.614615781223012), (6.577737648786026, 2.011434880496401, 11.402174731331986), (10.77639625642787, 5.303230937854408, 9.183765457214903), (7.188068426230493, 6.921264275215915, 11.710769187170168), (4.836185466107736, 6.831902843843952, 10.045024923093429), (5.262853427307079, 3.854536845274474, 14.301073224019925), (7.69977616108985, 8.33067931653457, 9.521789606157684), (5.088314621212104, 4.038897461191301, 12.310636715243433), (6.395298099508495, 6.814721073076876, 13.547140792189266), (5.854765375754171, 4.933398323098635, 8.127818080837754), (8.601542687969262, 2.731355061480414, 14.607716497154941), (10.12043134303882, 3.363728543993377, 8.495278112744753), (9.130435613571732, 4.894872377934826, 11.769814267518154), (8.997878446771711, 2.5829752171482445, 11.07847383560557)]"
